dummy,Announced_Date,Target_Company,Target_Description,Target_City,Target_Website,Target_Sector,Target_Country,Bidder_Company,Bidder_Description,Bidder_Website,Bidder_Sector,Bidder_Country,Seller_Company,Seller_Description,Seller_Website,Seller_Sector,Seller_Country,Implied_Equity_Value_(m),Net_Debt_(m),Enterprise_Value_(m),Reported_Revenue_(m)_Y1,Reported_EBITDA_(m)_Y1,Reported_EBIT_(m)_Y1,Reported_Earnings_(m)_Y1,Reported_Revenue_Multiple_Y1,Reported_EBIT_Multiple_Y1,Reported_EBITDA_Multiple_Y1,Reported_PE_Multiple_Y1,Consideration,Deal_Description,Deal_Value_USD(m)
,24/10/23,LIGHTz Inc,Software-Financial Technology company engaged with payment processing solutions. Donation settlement and supporter management system developer for non-profit organization.,,https://lightz-inc.com/,Computer software,Japan,Sagin Capital & Consulting Co Ltd; Tohoku University Venture Partners Co Ltd,Japan-based private equity firm engaged in venture capita investment and consulting services.; Japan-based venture capital firm.,http://www.sagin-capital.co.jp/index.html; http://thvp.co.jp/,Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,,"LIGHTz Inc, the Japan based donation settlement and supporter management system developer for non-profit organization, has intended to place some newly issued shares on Tohoku University Venture Partners Co Ltd, Sagin Capital & Consulting Co Ltd and some undisclosed companies. The terms of the deal were undisclosed.",
,24/10/23,Dongyue Group Limited (23.12% Stake),"China-based HKEx-listed investment holding company engaged in the manufacture, distribution, and sale of refrigerants, fluoropolymers, and other fluorine silicone products",Zibo,http://www.dongyuechem.com,Chemicals and materials,China,Dongyue Group Limited,"China-based HKEx-listed investment holding company engaged in the manufacture, distribution, and sale of refrigerants, fluoropolymers, and other fluorine silicone products",http://www.dongyuechem.com,Chemicals and materials,China,"Macrolink Holding Co., Ltd.","China-based conglomerate involving real estate, mining, oil, chemistry, financial investment business",http://www.macrolink.com.cn/,"Chemicals and materials,Financial Services,Mining,Real Estate",China,2044.524,,2044.524,2902.0555,673.1121,537.7716,558.6676,0.7464,4.0282,3.2182,3.8451,Cash (USD 472.6939),"Dongyue Group Ltd, the China based manufacturer of refrigerants, polymers and silicon products is to buyback 23.12% of its stake from Macrolink Holding Co Ltd, the local industrial conglomerate involved in properties, mining, petroleum, chemical and financial industries. The consideration was HKD3.7bn ($472.81m), based on 520,977,818 shares valued at HKD7.1 per shaer.",472.6939
,24/10/23,Hebei Wenfeng New Material Co Ltd (30% Stake),Producer of basic raw materials.,Hebei,,Chemicals and materials,China,United Co RUSAL OAO,Holding company with subsidiaries engaged in aluminum and alumina production.,http://www.rusal.com,"Industrial products and services,Other",Russia,Hebei Wenfeng Industrial Group,Holding company dedicated to iron and steel,http://www.wf-gt.com/en/,"Mining,Other",China,871.416,,871.416,,,,,,,,,Cash (USD 261.4248),"United Co RUSAL OAO, the Russian Federation based holding company with subsidiaries engaged in aluminum and alumina production has signed an agreement to acquire 30% of Hebei Wenfeng New Material Co Ltd, the China based producer of basic raw materials from Hebei Wenfeng Industrial Group, the China based holding company dedicated to iron and steel. The consideration was 1.911bn CNY ($261.462m). The transaction is subject to clearance from PRC as well as approvals & consents from creditors of Hebei Wenfeng New Material Co Ltd.",261.4248
,24/10/23,Novena Heart Centre (100% Stake); OncoCare Medical Pte Ltd (100% Stake),"Singapore-based cardiology group practice providing comprehensive cardiac healthcare for
local and foreign patients.
; Cancer clinic.",,http://www.novenaheartcentre.com.sg/,Medical,Singapore,Templewater Ltd,Hong Kong-based alternative investment firm.,https://www.templewater.com/,Financial Services,Hong Kong (China),Luye Life Sciences Group Ltd,Holding company for pharmaceutical group.,http://www.luye.cn,"Medical,Medical: Pharmaceuticals,Other",China,337,,337,,,,,,,,,,"20 Sep 23 - Luye Life Sciences Group Ltd, the China based holding company for pharmaceutical group is reportedly seeking buyers for OncoCare Medical Pte Ltd, the Singapore based cancer clinic. 12 Oct 23 - Templewater Ltd, the Hong Kong (China) based alternative investment firm is reportedly interested in acquiring OncoCare Medical Pte Ltd, the Singapore based cancer clinic from Luye Life Sciences Group Ltd, the China based holding company for pharmaceutical group. 24 Oct 23 - Templewater Ltd, the Hong Kong (China) based alternative investment firm is to acquire OncoCare Medical Pte Ltd, the Singapore based cancer clinic and Novena Heart Centre, the Singapore based provider of cardiac care services from Luye Life Sciences Group Ltd, the China based holding company for pharmaceutical group. The terms of the deal were undisclosed.",337
,24/10/23,Shizuoka Prefectural Government (Camping site and spa facility business (Mori no Miyako Narakoko no Sato) in Kakegawa City.) (100% Stake),Camping site and spa facility business (Mori no Miyako Narakoko no Sato) in Kakegawa City.,,,Services (other),Japan,Tokai Gas Corporation; TOKAI Holdings Corporation,"Japan-based company engaged in the sales of LP gas; Listed Japan based company engaged in the management of its energy, internet and telecommunications-related subsidiaries",http://www.tokaigas.co.jp/; http://tokaiholdings.co.jp/index.html,"Energy; Energy,Internet / ecommerce,Media,Services (other)",Japan,Shizuoka Prefectural Government,government,,Government,Japan,,,,,,,,,,,,,"Tokai Holdings Corp, the Japan based holding company for energy and telecommunication service providers, announced its subsidiary Tokai Gas Co Ltd, the local gas distributor, will acquire the camping site and spa facility business (Mori no Miyako Narakoko no Sato) in Kakegawa City, from Shizuoka Prefectural Government, the local state Authority, through auction, on Apr, 2024. The terms of the deal were undisclosed.",
,24/10/23,Cyber Command Inc,Cyber security training and system consulting service provider.,,https://cybercom.co.jp/,Computer services,Japan,AirTrip Corp,Software-E-Commerce company focused on providing online travel agency and business travel management service.,http://www.evolableasia.com,"Computer services,Internet / ecommerce,Leisure,Services (other)",Japan,,,,,,,,,,,,,,,,,,"AirTrip Corp, the Japan based providing online travel agency and business travel management service, announced it has acquired some newly issued shares in Cyber Command Inc, the local cyber security training and system consulting service provider. The terms of the deal were undisclosed.",
,24/10/23,OpenStreet,Japan-based company engaged in the operation of a mobile bike sharing platform,Tokyo,http://www.hellocycling.jp/,Computer software,Japan,Resona Capital Co Ltd,Japan-based venture capital firm.,http://www.resonacapital.co.jp,Financial Services,Japan,,,,,,,,,,,,,,,,,,"OpenStreet Co Ltd, the Japan based developing platform system for cycle sharing, announced it has intended to place some newly issued shares on Resona Capital Co Ltd, the local venture capital firm. The terms of the deal were undisclosed.",
,24/10/23,Tianjin Clean Energy Investment Co Ltd (44.46% Stake),Provider of consultancy services in relation to photovoltaic power business.,,,Services (other),China,Ping An TrendWin Capital Management Co Ltd,Fund manager.,,Financial Services,China,,,,,,1538.4615,,1538.4615,,,,,,,,,Cash (USD 684.0000),"24 Oct 23 - Ningbo Meishan Bonded Port Zone Chuangze Equity Investment Partnership (LP), managed by Ping An TrendWin Capital Management Co Ltd, the China based fund management, is to acquire 44.46% of Tianjin Clean Energy Investment Co Ltd, the local provider of consultancy services in relation to photovoltaic power business, via capital injection. The consideration was RMB 5bn ($684.1m). Tianjin Clean Energy is a wholly owned subsidiary of Shandong Hi-Speed New Energy Group Ltd, a listed China based holding company with subsidiaries engaged in the construction and operation of electric power generation and transmission facilities, focusing on solar and wind power projects. 30 Nov 23 - Shareholders of Shandong Hi-Speed New Energy approved the transaction in the EGM.",684
,24/10/23,Guangzhou Nanfang Investment Group Co Ltd (51% Stake),China-based company engaged in investment and engineering services.,Guangzhou,,Services (other),China,Guangzhou City Construction Investment Group Co Ltd,"Engaged in investment, financing, construction and management of urban infrastructure projects. City-level SOE.",,"Construction,Financial Services,Leisure,Other,Real Estate,Utilities (other)",China,,,,,,1178.0894,,1178.0894,1249.2191,,,69.1173,0.9989,,,18.054,Cash (USD 600.8256),"Guangzhou City Construction Investment Group Co Ltd, the China based engaged in investment, financing, construction and management of urban infrastructure projects, has acquired 51% of Guangzhou Nanfang Investment Group Co. Ltd, the local company engaged in investment and engineering services, via capital injection. The consideration was RMB 4.392bn ($600.8m).",600.8256
,24/10/23,Chongqing Tonghang Financing Leasing Co Ltd (70% Stake),Company mainly engaged in leasing and financing services.,Chongqing,,Financial Services,China,Chongqing Liangjiang Aviation Industry Investment Group Co Ltd,Company engaged in investing in aerospace industry.,,Financial Services,China,CITIC Group Corp,"Conglomerate involved in financial services, advanced intelligent manufacturing, advanced materials, new consumption, and new-type urbanization. MoF SOE.",https://www.group.citic/,"Chemicals and materials,Computer: Semiconductors,Energy,Financial Services,Industrial products and services,Mining,Other,Utilities (other)",China,29.1845,,29.1845,0.9201,,0.6767,0.5796,33.5964,45.6824,,53.3343,Cash (USD 20.4292),"Chongqing Liangjiang Aviation Industry Investment Group Co Ltd, the China based company engaged in investing in aerospace industry has acquired 70% of Chongqing Tonghang Financing Leasing Co Ltd, the local company mainly engaged in leasing and financing services from CITIC Group Corp, the local multi-business conglomerate engaged in commercial and investment banking, real estate and infrastructure, resources, manufacturing and information technology. MoF SOE. The consideration was RMB 149.34m ($20.52m).",20.4292
,24/10/23,Ateam Wellness Inc (Health management application business - Lalune.) (100% Stake),Health management application business - Lalune.,,,Computer software,Japan,"Medley, Inc.","Japan-based developer and provider of internet services in the medical sector, including recruitment systems, cloud-based medical support system, and medical media",https://www.medley.jp/,Internet / ecommerce,Japan,Ateam Inc.,"Listed Japan-based company engaged in planning, development and operation of smartphone applications, inclduing game and social applications, comparison sites for PC users and automobile sales sites",http://www.a-tm.co.jp/,Computer software,Japan,,,,,,,,,,,,,"Medley Inc, the Japan based providing cloud-based services related to medical appointments, telemedicine, and medical records, announced it will acquire the health management application business - Lalune from Ateam Wellness Inc, the local skin care product and health supplement manufacturer, and a subsidiary of Ateam Inc, on Feb 1, 2024. The terms of the deal were undisclosed.",
,24/10/23,TRD Homes Co Ltd (100% Stake),Residential building constructor.,,http://www.trdhomes.com,Construction,Japan,"Daiwa House Industry Co., Ltd.",Japan-based listed company engaged in construction and real estate services and urban development,http://www.daiwahouse.co.jp/,"Construction,Real Estate",Japan,Tokyu Fudosan Holdings Corporation,Listed Japan-based company engaged in real estate,,Real Estate,Japan,,,,,,,,,,,,,"Daiwa House Industry Co Ltd, the Japan based commercial and residential building construction, real estate development and rental company, announced it will acquire all shares in TRD Homes Co Ltd, the local residential building constructor, from Tokyu Re-design Corp, a subsidiary of Tokyu Community Corp, on Apr 1, 2024. The terms of the deal were undisclosed.",
,24/10/23,"LianBio (Exclusive rights to develop and commercialize mavacamten in Mainland China, Hong Kong, Macau, Taiwan, Singapore and Thailand) (100% Stake)","Exclusive rights to develop and commercialize mavacamten in Mainland China, Hong Kong, Macau, Taiwan, Singapore and Thailand.",,,Biotechnology,China,Bristol-Myers Squibb Co,"Biopharmaceutical company engaged with discovering, developing, manufacturing and delivering innovative medicines for patients with serious diseases. .",https://www.bms.com/,"Biotechnology,Medical,Medical: Pharmaceuticals",USA,LianBio,China-based company that catalyzes the development and accelerate availability of  medicines to patients in China and major Asian markets through partnerships,https://www.lianbio.com/,Medical: Pharmaceuticals,China,350,,350,,,,,,,,,Cash (USD 350.0000),"Bristol-Myers Squibb Co, the United States based biopharmaceutical company engaged with discovering, developing, manufacturing and delivering innovative medicines for patients with serious diseases, has acquired the exclusive rights to develop and commercialize mavacamten in Mainland China, Hong Kong, Macau, Taiwan, Singapore and Thailand from LianBio, the China based developer of new drugs to treat heart diseases and cancers. The consideration was $350m.",350
